MEM driver,NIOM driver,MEM no driver,NIOM no driver
0.0039,-26.211,0.0203,-18.115
-0.0077,-27.271,0.0145,-18.865
-0.0115,-28.627,0.0125,-19.643
0.0013,-30.111,0.0192,-20.533
0.0124,-31.451,0.0272,-21.438000000000002
0.0062,-32.564,0.0268,-22.22300000000001
-0.0058,-33.55,0.0149,-22.862
-0.0037,-34.522,0.0058,-23.497
0.0032,-35.546,0.006999999999999999,-24.309
-0.0062,-36.66,0.0071,-25.26
-0.0231,-37.747,-0.0009,-26.338
-0.0237,-38.755,-0.0069,-27.534000000000002
-0.0094,-39.798,0.0008,-28.631
-0.0048,-40.929,0.0086,-29.522
-0.0145,-42.025,0.0013,-30.357
-0.0164,-43.037,-0.002,-31.276999999999997
-0.0068,-44.058,0.0122,-32.28
-0.0005,-45.06,0.0214,-33.347
-0.0016,-45.988,0.0144,-34.397
-0.0068,-46.778,0.0029,-35.363
-0.0061,-47.418,-0.0001,-36.207
0.0008,-48.073,0.0082,-36.984
-0.0041,-48.846000000000004,0.0102,-37.809
-0.0166,-49.63399999999999,-0.0023,-38.583
-0.0147,-50.316,-0.0089,-39.205
-0.0059,-50.951,-0.0025,-39.731
-0.011000000000000001,-51.708999999999996,-0.0024,-40.281
-0.0258,-52.646,-0.0152,-41.051
-0.0278,-53.698,-0.0205,-41.958
-0.0119,-54.841,-0.005,-42.756
-0.0059,-55.981,0.0061,-43.534
-0.0188,-56.909,-0.0063,-44.35
-0.0208,-57.659,-0.015,-45.044
-0.0044,-58.461999999999996,-0.0033,-45.63399999999999
0.0049,-59.291000000000004,0.0081,-46.268
-0.0005,-60.038000000000004,0.0054,-46.913000000000004
-0.006999999999999999,-60.736000000000004,-0.0041,-47.49800000000001
-0.0006,-61.40600000000001,-0.0007,-47.951
0.0103,-62.065,0.0158,-48.32
0.0013,-62.773999999999994,0.0114,-48.771
-0.0167,-63.536,-0.0143,-49.294
-0.0148,-64.229,-0.0209,-49.886
-0.0041,-64.804,-0.0087,-50.646
-0.0083,-65.327,-0.0079,-51.567
-0.0205,-65.812,-0.0188,-52.443999999999996
-0.0218,-66.187,-0.0214,-53.262
-0.0102,-66.52,-0.0077,-54.13
-0.005,-66.89,0.0035,-54.963
-0.0133,-67.248,-0.005,-55.843
-0.0131,-67.615,-0.013999999999999999,-56.897
0.0017,-67.965,-0.0064,-58.088
0.0073,-68.331,0.0011,-59.38399999999999
-0.0046,-68.743,-0.0044,-60.635
-0.0134,-69.109,-0.0131,-61.731
-0.003,-69.52199999999999,-0.0117,-62.638999999999996
0.0088,-70.179,-0.0022,-63.34
-0.0004,-71.117,-0.0008,-63.952
-0.0129,-72.04,-0.0091,-64.665
-0.0045,-72.675,-0.0119,-65.575
0.006,-73.14699999999998,-0.0085,-66.50399999999999
-0.0039,-73.604,-0.0097,-67.307
-0.0187,-74.042,-0.0182,-68.014
-0.0181,-74.434,-0.0251,-68.60300000000001
-0.0092,-74.765,-0.017,-69.095
-0.0094,-75.087,-0.0045,-69.425
-0.0161,-75.464,-0.008,-69.49
-0.0157,-75.889,-0.0191,-69.485
-0.0099,-76.345,-0.0197,-69.642
-0.0084,-76.813,-0.013999999999999999,-69.891
-0.0098,-77.24,-0.0115,-70.112
-0.0088,-77.57600000000002,-0.013999999999999999,-70.381
-0.0035,-77.778,-0.0141,-70.77600000000002
0.0008,-77.939,-0.0079,-71.28699999999998
-0.0042,-78.142,-0.0063,-71.854
-0.0121,-78.336,-0.0133,-72.361
-0.0132,-78.561,-0.0185,-72.763
-0.0138,-78.858,-0.0183,-73.048
-0.0197,-79.263,-0.017,-73.278
-0.026000000000000002,-79.835,-0.0218,-73.52600000000002
-0.0254,-80.49,-0.0291,-73.708
-0.0193,-81.167,-0.0237,-73.89399999999998
-0.0211,-81.727,-0.0172,-74.148
-0.0303,-82.09100000000002,-0.0264,-74.333
-0.0286,-82.52,-0.0292,-74.51899999999998
-0.0205,-83.09200000000001,-0.0128,-74.831
-0.0233,-83.62700000000002,-0.004,-75.085
-0.0318,-84.06299999999997,-0.0123,-75.188
-0.0355,-84.35799999999998,-0.0204,-75.319
-0.0356,-84.531,-0.0177,-75.634
-0.0412,-84.72,-0.0118,-76.195
-0.0561,-84.986,-0.0169,-76.861
-0.0654,-85.304,-0.0285,-77.45
-0.0553,-85.61200000000002,-0.0304,-78.03699999999998
-0.0306,-85.87100000000002,-0.0262,-78.679
-0.005,-86.09899999999998,-0.0281,-79.193
0.0117,-86.29899999999998,-0.0341,-79.457
0.0241,-86.434,-0.0332,-79.596
0.0352,-86.344,-0.0226,-79.684
0.0343,-85.963,-0.0187,-79.528
0.0262,-85.40899999999998,-0.0268,-79.09100000000002
0.0262,-84.62200000000001,-0.0288,-78.709
0.0298,-83.51899999999998,-0.0221,-78.584
0.0261,-82.22200000000002,-0.0172,-78.54899999999998
0.0111,-80.825,-0.0148,-78.393
-0.0041,-79.366,-0.0149,-78.17699999999998
0.0048,-77.854,-0.0139,-78.089
0.0362,-76.248,-0.013999999999999999,-78.15100000000002
0.0649,-74.442,-0.0258,-78.275
0.0867,-72.223,-0.0393,-78.363
0.1113,-69.5,-0.0388,-78.358
0.1301,-66.508,-0.0341,-78.222
0.1282,-63.405,-0.0363,-78.024
0.1111,-60.019,-0.0434,-77.789
0.0997,-56.338,-0.0449,-77.406
0.0955,-52.632,-0.0312,-76.959
0.0769,-49.056000000000004,-0.0217,-76.59100000000002
0.052000000000000005,-45.589,-0.0355,-76.309
0.0512,-42.221000000000004,-0.0472,-76.12100000000002
0.0615,-38.875,-0.0365,-76.069
0.0522,-35.32,-0.0238,-76.125
0.0368,-31.430999999999997,-0.024,-76.146
0.039,-27.296999999999997,-0.022000000000000002,-75.916
0.0499,-23.16,0.0024,-75.322
0.047,-19.198,0.0326,-74.51100000000002
0.028999999999999998,-15.349,0.0376,-73.646
0.0202,-11.64,0.034,-72.71600000000002
0.0249,-8.1859,0.0458,-71.684
0.0187,-5.005,0.0511,-70.59
-0.0009,-2.1442,0.0358,-69.479
-0.0154,0.32597,0.0175,-68.27199999999999
-0.0148,2.4541,0.0116,-66.884
-0.0056,4.3459,0.0178,-65.355
-0.0077,5.8932,0.0157,-63.673
-0.022000000000000002,7.0874,-0.0046,-61.733000000000004
-0.0232,8.2087,-0.0186,-59.428999999999995
-0.0092,9.2687,-0.0117,-56.733000000000004
-0.0041,10.046,-0.0002,-53.715
-0.0132,10.554,-0.0014,-50.416000000000004
-0.0165,10.902000000000001,-0.0143,-46.93
-0.0021,11.126,-0.0153,-43.387
0.0069,11.277999999999999,-0.0006,-39.864000000000004
-0.0074,11.370999999999999,0.0018,-36.382
-0.0173,11.443,-0.0052,-32.873000000000005
-0.0077,11.547,0.0047,-29.25800000000001
-0.0047,11.642000000000001,0.023,-25.546999999999997
-0.0161,11.782,0.0291,-21.838
-0.0234,11.969000000000001,0.0221,-18.333
-0.0157,11.982000000000001,0.0174,-15.175
0.0001,11.773,0.0301,-12.273
0.0056,11.51,0.0422,-9.5055
-0.0017,11.214,0.0312,-6.8417
-0.0038,10.899000000000001,0.0177,-4.3369
0.0058,10.649000000000001,0.0253,-2.0662
0.0125,10.455,0.038,-0.097205
0.0065,10.244000000000002,0.0334,1.4981
0.0035,9.9856,0.0219,2.7093
0.0153,9.7881,0.0279,3.7616
0.0183,9.6381,0.038,4.8046
0.0018,9.4286,0.0265,5.6345
-0.0062,9.2988,0.0108,6.1271
0.0018,9.2195,0.0164,6.3949
0.0025,8.9517,0.0305,6.5401
-0.0078,8.488,0.03,6.579
-0.0156,7.8208,0.0152,6.4922
-0.013000000000000001,7.0037,0.0084,6.3582
-0.0034,6.2565,0.0195,6.2909
-0.0008,5.4907,0.025,6.1074
-0.006,4.5511,0.0171,5.6607
-0.0029,3.5807,0.0175,5.1169
0.0082,2.6239999999999997,0.0271,4.6724
0.0102,1.6479,0.0295,4.3721
0.0029,0.68452,0.0227,4.0182
0.0032,-0.32238,0.0171,3.5571
0.0165,-1.3817,0.0258,3.1262
0.0207,-2.532,0.0373,2.6796
0.0073,-3.822,0.028999999999999998,2.1485
0.0016,-5.1089,0.0194,1.5851
0.0108,-6.3502,0.0279,1.0796
0.0131,-7.6656,0.0343,0.66883
0.0018,-9.0236,0.0268,0.3195
-0.0094,-10.341,0.0162,0.038749
-0.0056,-11.642000000000001,0.0148,-0.2469
0.0059,-12.925999999999998,0.0252,-0.74257
0.0017,-14.088,0.0275,-1.5175
-0.0088,-15.122,0.0164,-2.3894
-0.0005,-16.285,0.0167,-3.2496
0.0117,-17.654,0.0291,-4.2559
0.009000000000000001,-19.052,0.0325,-5.4034
0.004,-20.45,0.0252,-6.5068
0.0084,-21.901,0.0205,-7.547999999999999
0.0173,-23.371,0.0285,-8.6808
0.0184,-24.711,0.0365,-9.9523
0.0085,-25.771,0.0267,-11.280999999999999
0.0003,-26.588,0.0141,-12.718
0.003,-27.301,0.0171,-14.334000000000001
0.0092,-27.979,0.0257,-16.096
0.0048,-28.749000000000002,0.024,-17.899
-0.011000000000000001,-29.695,0.0105,-19.551
-0.0146,-30.67,0.0051,-21.044
-0.0003,-31.595,0.0168,-22.54
0.0012,-32.498000000000005,0.02,-24.005
-0.0119,-33.323,0.0096,-25.384
-0.008,-34.083,0.013000000000000001,-26.671
0.0096,-34.879,0.0292,-27.761
0.0124,-35.709,0.033,-28.68
0.0011,-36.607,0.0225,-29.627
0.0017,-37.644,0.0181,-30.579
0.0163,-38.787,0.0292,-31.39
0.0151,-39.936,0.0316,-32.131
-0.0051,-40.973,0.0122,-32.931
-0.0142,-41.943999999999996,-0.0015,-33.732
-0.0081,-42.93899999999999,0.0045,-34.426
-0.0075,-43.826,0.0106,-35.019
-0.0159,-44.651,0.0062,-35.60800000000001
-0.0197,-45.535,0.0004,-36.294000000000004
-0.0101,-46.265,0.0037,-37.181
-0.0028,-46.791000000000004,0.0095,-38.282
-0.0135,-47.293,0.0046,-39.342
-0.0234,-47.855,-0.0009,-40.184
-0.0161,-48.519,0.0054,-40.869
-0.0049,-49.428000000000004,0.0127,-41.498999999999995
-0.0018,-50.583999999999996,0.013000000000000001,-42.162
-0.0062,-51.726000000000006,0.0079,-42.817
-0.0066,-52.69600000000001,0.0026,-43.423
0.0032,-53.434,0.0087,-43.968
0.0019,-54.004,0.0139,-44.55
-0.0154,-54.528999999999996,-0.0002,-45.398999999999994
-0.0193,-55.088,-0.0125,-46.492
-0.0104,-55.706,-0.0073,-47.583
-0.0119,-56.333999999999996,-0.0032,-48.538000000000004
-0.0217,-57.044,-0.0067,-49.35
-0.0292,-57.757,-0.0131,-50.16
-0.0257,-58.309,-0.0152,-51.021
-0.0131,-58.681999999999995,-0.0042,-51.772
-0.0117,-58.891999999999996,0.0029,-52.372
-0.0194,-59.214,-0.0088,-52.83600000000001
-0.013000000000000001,-59.852,-0.0145,-53.148999999999994
-0.0008,-60.655,0.0013,-53.445
-0.0025,-61.419,0.0119,-53.864
-0.0111,-62.047,0.0005,-54.335
-0.0089,-62.678000000000004,-0.0087,-54.863
0.0034,-63.495,0.003,-55.458999999999996
0.0033,-64.483,0.0093,-56.041000000000004
-0.0148,-65.515,-0.0072,-56.595
-0.0232,-66.429,-0.0189,-57.092
-0.0124,-67.175,-0.0095,-57.556999999999995
-0.0078,-67.805,-0.0012,-58.059
-0.0225,-68.372,-0.0104,-58.62300000000001
-0.0356,-68.929,-0.0256,-59.325
-0.0245,-69.508,-0.0224,-60.18899999999999
-0.0108,-70.205,-0.005,-61.04600000000001
-0.0214,-71.045,-0.0069,-61.842
-0.0299,-71.873,-0.024,-62.691
-0.0137,-72.532,-0.022000000000000002,-63.56100000000001
-0.0024,-72.99600000000002,-0.0063,-64.33
-0.0139,-73.351,-0.0044,-65.064
-0.0253,-73.773,-0.0153,-65.87
-0.0182,-74.358,-0.0202,-66.78399999999999
-0.0057,-74.902,-0.0137,-67.819
-0.0113,-75.22399999999998,-0.0122,-68.86399999999999
-0.0277,-75.413,-0.0238,-69.899
-0.0299,-75.608,-0.032,-70.825
-0.022000000000000002,-75.846,-0.0257,-71.42699999999998
-0.0234,-76.096,-0.0177,-71.843
-0.0336,-76.42,-0.0236,-72.267
-0.0398,-76.855,-0.0362,-72.62100000000002
-0.0349,-77.362,-0.0326,-72.893
-0.0313,-77.876,-0.0201,-73.193
-0.0416,-78.342,-0.0245,-73.59899999999998
-0.0503,-78.675,-0.0336,-74.19800000000002
-0.0424,-78.742,-0.0263,-74.96600000000002
-0.0343,-78.637,-0.0166,-75.732
-0.040999999999999995,-78.589,-0.0181,-76.34100000000002
-0.0529,-78.7,-0.0234,-76.764
-0.0558,-78.89699999999998,-0.0231,-77.018
-0.0529,-79.067,-0.0169,-77.166
-0.0567,-79.251,-0.017,-77.4
-0.0575,-79.475,-0.0277,-77.798
-0.0387,-79.529,-0.0367,-78.277
-0.0132,-79.29899999999998,-0.0378,-78.851
0.0009,-79.009,-0.0351,-79.601
0.0056,-78.74600000000002,-0.035,-80.421
0.0099,-78.42399999999998,-0.0419,-81.171
0.0197,-78.059,-0.0413,-81.891
0.0259,-77.564,-0.0272,-82.584
0.0179,-76.824,-0.0222,-83.12100000000002
0.01,-75.866,-0.0291,-83.48100000000002
0.0103,-74.682,-0.0279,-83.67
0.0018,-73.152,-0.0183,-83.68799999999997
-0.0191,-71.22,-0.0157,-83.617
-0.0318,-68.995,-0.0262,-83.414
-0.0088,-66.579,-0.0352,-82.975
0.0521,-63.913999999999994,-0.0273,-82.36399999999998
0.1094,-60.92,-0.0198,-81.815
0.1381,-57.74100000000001,-0.0298,-81.391
0.1571,-54.513999999999996,-0.0391,-80.983
0.16699999999999998,-51.14,-0.0364,-80.547
0.1477,-47.586999999999996,-0.0365,-80.044
0.1113,-43.924,-0.0449,-79.454
0.0876,-40.099000000000004,-0.0513,-78.783
0.0813,-36.153,-0.0472,-78.017
0.0713,-32.339,-0.0396,-77.267
0.0483,-28.767,-0.0443,-76.628
0.0332,-25.366999999999997,-0.055999999999999994,-76.012
0.0402,-22.101,-0.0523,-75.41199999999998
0.0504,-19.029,-0.0335,-74.883
0.0404,-16.156,-0.0212,-74.387
0.0127,-13.38,-0.0239,-73.771
-0.0062,-10.748,-0.023,-72.88
-0.0049,-8.2649,-0.0078,-71.752
-0.006999999999999999,-5.8227,0.0029,-70.42
-0.0203,-3.514,0.0007,-68.829
-0.0206,-1.4311,0.0033,-67.00399999999999
-0.0085,0.49433,0.0106,-64.983
-0.0102,2.2838,0.0038,-62.761
-0.025,3.9076,-0.0122,-60.387
-0.0284,5.3105,-0.0162,-57.993
-0.0179,6.4645,-0.0054,-55.618
-0.0185,7.3369,-0.0027,-53.225
-0.0336,7.8639,-0.0195,-50.711999999999996
-0.0329,8.1541,-0.0304,-47.87600000000001
-0.0128,8.3863,-0.0195,-44.637
-0.0043,8.5751,-0.0098,-41.099
-0.0098,8.6238,-0.0137,-37.416
-0.0104,8.5425,-0.0177,-33.79
-0.0046,8.4199,-0.0139,-30.38
0.0001,8.2232,-0.0007,-27.17
-0.0042,7.8578,0.0111,-24.066999999999997
-0.0151,7.3886,0.0106,-21.131999999999998
-0.0167,7.0129,0.0105,-18.558
-0.0067,6.8306,0.0189,-16.245
-0.0017,6.7569,0.0233,-13.864
-0.0099,6.5584,0.0199,-11.415
-0.0163,6.1822,0.0169,-9.1106
-0.002,5.7535,0.0235,-7.0713
0.0137,5.2447,0.0344,-5.3696
0.0043,4.6555,0.0333,-3.9152
-0.0057,4.0894,0.0264,-2.5666
0.0068,3.5905,0.0295,-1.3384
0.0169,3.1129,0.0347,-0.23983000000000002
0.0097,2.6331,0.031,0.7074699999999999
0.0035,2.2077,0.021,1.4647
0.0094,1.9398,0.0185,2.0180000000000002
0.0162,1.8128,0.0329,2.3223
0.0082,1.557,0.0417,2.3958
-0.0063,1.0043,0.0303,2.2556
-0.0095,0.21543,0.021,1.9254
-0.0076,-0.65396,0.0229,1.4859
-0.0112,-1.4517,0.0233,0.9590200000000001
-0.017,-2.1422,0.0184,0.34958
-0.0168,-2.7625,0.0146,-0.29625999999999997
-0.0057,-3.4419,0.0211,-0.9541799999999999
0.0017,-4.2394,0.0306,-1.6569
-0.0061,-5.0393,0.0284,-2.3924
-0.0095,-5.8988,0.023,-3.1024
0.0026,-6.8978,0.0273,-3.8263
0.0128,-7.8589,0.036000000000000004,-4.6893
0.011000000000000001,-8.7053,0.0389,-5.784
0.0037,-9.5063,0.0294,-6.9652
0.0038,-10.286,0.0198,-8.0668
0.0095,-11.008,0.0261,-9.2248
-0.0011,-11.664000000000001,0.0271,-10.481
-0.022000000000000002,-12.312000000000001,0.0096,-11.674000000000001
-0.0223,-12.96,0.0042,-12.859000000000002
-0.0095,-13.561,0.0203,-14.199000000000002
-0.0115,-14.157,0.0279,-15.665999999999999
-0.0214,-14.89,0.0175,-17.187
-0.0176,-15.844000000000001,0.0098,-18.785
-0.0053,-16.947,0.0183,-20.385
-0.0039,-18.090999999999998,0.0272,-21.739
-0.0093,-19.246,0.0215,-22.807
-0.0028,-20.404,0.018000000000000002,-23.85
0.0106,-21.616999999999997,0.0291,-24.982
0.0142,-22.875,0.0383,-26.125
0.0081,-24.113000000000003,0.0354,-27.213
0.0031,-25.355999999999998,0.0271,-28.173000000000002
0.0064,-26.528000000000002,0.0224,-28.99
0.0104,-27.526,0.0254,-29.689
0.0026,-28.4,0.0263,-30.343000000000004
-0.0087,-29.287,0.0192,-31.044
-0.0101,-30.284000000000002,0.0152,-31.928
-0.0083,-31.331999999999997,0.0186,-33.024
-0.0142,-32.475,0.02,-34.039
-0.0232,-33.773,0.013000000000000001,-34.833
-0.0215,-35.149,0.0062,-35.577
-0.0062,-36.584,0.0148,-36.367
0.0018,-37.94,0.0254,-37.121
-0.0085,-39.037,0.0161,-37.738
-0.0117,-39.911,0.0057,-38.224000000000004
0.0067,-40.683,0.0166,-38.687
0.0212,-41.486000000000004,0.0322,-39.243
0.0133,-42.411,0.0315,-39.861
0.0005,-43.356,0.0191,-40.469
0.0066,-44.258,0.0154,-41.097
0.0173,-45.233000000000004,0.0239,-41.867
0.0013,-46.331,0.0202,-42.858999999999995
-0.0264,-47.527,0.0017,-43.99
-0.0276,-48.73,-0.0045,-45.113
-0.0106,-49.798,0.0065,-46.133
-0.0084,-50.648,0.0129,-47.022
-0.0214,-51.35,0.0044,-47.803999999999995
-0.0237,-52.026,-0.0039,-48.50899999999999
-0.0092,-52.72,0.0052,-49.167
-0.0039,-53.583999999999996,0.0165,-49.784
-0.015,-54.733000000000004,0.0069,-50.433
-0.0154,-56.04600000000001,-0.0045,-51.199
-0.0005,-57.351000000000006,0.0059,-52.028
0.0053,-58.552,0.0191,-52.886
-0.0035,-59.653999999999996,0.0136,-53.677
-0.0098,-60.695,-0.0011,-54.37
-0.0035,-61.681000000000004,-0.0029,-55.113
0.0031,-62.595,0.0078,-55.893
-0.0057,-63.458999999999996,0.0066,-56.57899999999999
-0.0201,-64.278,-0.0102,-57.107
-0.0215,-64.905,-0.0163,-57.478
-0.0138,-65.382,-0.0048,-57.754
-0.0145,-65.865,0.0007,-57.998999999999995
-0.0258,-66.37100000000001,-0.0116,-58.37
-0.0273,-67.07,-0.0213,-58.972
-0.0117,-68.042,-0.01,-59.64100000000001
-0.0063,-69.032,0.001,-60.303000000000004
-0.018000000000000002,-69.87899999999999,-0.0068,-60.99800000000001
-0.0151,-70.64,-0.011000000000000001,-61.865
0.0039,-71.428,0.0018,-63.065
0.0087,-72.345,0.0102,-64.415
-0.0042,-73.278,0.002,-65.639
-0.0132,-74.056,-0.0102,-66.645
-0.0071,-74.616,-0.0094,-67.51100000000001
0.0009,-74.96600000000002,-0.0008,-68.286
-0.0073,-75.192,-0.0065,-68.975
-0.0197,-75.346,-0.0205,-69.67399999999999
-0.0171,-75.54,-0.0199,-70.509
-0.0137,-75.859,-0.0113,-71.446
-0.0222,-76.153,-0.0111,-72.352
-0.0297,-76.292,-0.0187,-73.241
-0.0238,-76.255,-0.0238,-74.118
-0.0118,-76.131,-0.0162,-74.942
-0.0105,-76.137,-0.0068,-75.878
-0.0163,-76.358,-0.0112,-76.997
-0.0118,-76.725,-0.0149,-78.017
-0.0005,-77.117,-0.0052,-78.854
0.0052,-77.46,0.0028,-79.667
0.0038,-77.767,-0.0016,-80.396
-0.0004,-78.013,-0.0111,-80.925
0.0032,-78.253,-0.0094,-81.257
0.0088,-78.555,0.0026,-81.40100000000002
-0.0028,-78.85,-0.0003,-81.355
-0.0184,-79.17,-0.0164,-81.255
-0.015,-79.643,-0.0172,-81.331
-0.0084,-80.193,-0.0055,-81.661
-0.0153,-80.72800000000002,-0.0038,-82.204
-0.0242,-81.313,-0.0158,-82.92200000000003
-0.0218,-81.862,-0.0266,-83.61399999999998
-0.0127,-82.20299999999997,-0.0211,-84.06
-0.0143,-82.47,-0.0122,-84.414
-0.0252,-82.866,-0.0177,-84.87899999999998
-0.0233,-83.37200000000001,-0.0221,-85.382
-0.0093,-83.94200000000002,-0.0121,-85.8
-0.0053,-84.448,-0.0032,-86.08200000000002
-0.0149,-84.78299999999999,-0.0095,-86.396
-0.0209,-84.95200000000001,-0.0222,-86.95200000000001
-0.0173,-84.93799999999997,-0.0229,-87.635
-0.0199,-84.755,-0.0171,-88.28
-0.0343,-84.366,-0.0215,-88.84700000000002
-0.0436,-83.741,-0.0272,-89.352
-0.0439,-82.98899999999998,-0.025,-89.79799999999999
-0.0474,-82.24700000000001,-0.0242,-90.17200000000001
-0.055999999999999994,-81.631,-0.0249,-90.501
-0.0689,-81.277,-0.0285,-90.81200000000001
-0.0788,-81.109,-0.0371,-91.01
-0.0701,-80.96,-0.0337,-91.03200000000001
-0.0492,-80.741,-0.0243,-91.038
-0.0315,-80.347,-0.0316,-91.16799999999999
-0.0083,-79.861,-0.0359,-91.441
0.0229,-79.293,-0.018000000000000002,-91.861
0.0404,-78.49,-0.0071,-92.273
0.0356,-77.532,-0.0206,-92.40700000000001
0.0295,-76.567,-0.0338,-92.31200000000001
0.0411,-75.564,-0.0238,-92.162
0.049,-74.434,-0.0079,-91.969
0.0239,-73.079,-0.0178,-91.745
-0.0114,-71.321,-0.0394,-91.475
-0.0222,-68.986,-0.0397,-91.2
-0.0173,-66.093,-0.03,-90.95700000000001
-0.0055,-62.861000000000004,-0.0344,-90.83
0.0282,-59.379,-0.046,-90.85799999999999
0.0808,-55.601000000000006,-0.0456,-90.854
0.1241,-51.706,-0.0336,-90.772
0.14,-47.849,-0.0327,-90.661
0.14,-44.023,-0.0456,-90.49600000000001
0.1368,-40.273,-0.0466,-90.288
0.1276,-36.554,-0.0295,-90.068
0.1133,-32.827,-0.0141,-89.932
0.0977,-29.26,-0.013999999999999999,-89.85600000000002
0.0833,-25.971999999999998,-0.0253,-89.695
0.078,-22.84,-0.0312,-89.37
0.0737,-19.635,-0.0292,-88.789
0.055999999999999994,-16.292,-0.0351,-87.97399999999998
0.0389,-12.998,-0.0435,-87.07
0.0378,-9.9371,-0.0322,-86.064
0.0405,-7.1163,-0.0083,-84.772
0.0298,-4.4723,0.003,-83.21799999999998
0.0096,-1.966,-0.0004,-81.557
0.0031,0.35136,0.0051,-79.837
0.0125,2.3589,0.027999999999999997,-78.03
0.0095,4.0739,0.042,-75.995
-0.0023,5.6249,0.0344,-73.618
0.0052,7.0284,0.0276,-70.885
0.0163,8.3165,0.0302,-67.883
0.0065,9.5268,0.0284,-64.78399999999999
-0.0081,10.610999999999999,0.0155,-61.693999999999996
-0.0097,11.522,-0.0032,-58.59
-0.0084,12.204,-0.0145,-55.46100000000001
-0.0176,12.657,-0.0169,-52.365
-0.0272,12.931,-0.0233,-49.278
-0.0246,13.034,-0.0328,-46.206
-0.0213,13.001,-0.0324,-43.202
-0.024,12.952,-0.0229,-40.257
-0.0255,12.925,-0.0194,-37.416
-0.0259,12.843,-0.0264,-34.833
-0.0186,12.603,-0.02,-32.501999999999995
-0.0025,12.165,0.0109,-30.185
-0.0028,11.615,0.0311,-27.906999999999996
-0.0159,10.978,0.026000000000000002,-25.930999999999997
-0.0074,10.298,0.0253,-24.238000000000003
0.0128,9.7581,0.0357,-22.677
0.0139,9.3258,0.04,-21.244
0.0033,8.9117,0.0337,-19.927
0.001,8.6113,0.022000000000000002,-18.676
0.0089,8.3197,0.0216,-17.362000000000002
0.0104,7.8573,0.0325,-15.937000000000001
-0.0011,7.3546,0.0302,-14.606
-0.0062,6.9551,0.0171,-13.542
0.0024,6.5651,0.0153,-12.853
0.0083,6.0467,0.0221,-12.540999999999999
0.0027,5.5115,0.0231,-12.415
-0.0047,5.1643,0.0164,-12.36
0.0016,4.9127,0.0175,-12.405
0.0098,4.5933,0.0282,-12.594000000000001
-0.0022,4.1406,0.0252,-12.953
-0.0135,3.5026,0.0135,-13.503
-0.0009,2.7201,0.0184,-14.144
0.0121,1.912,0.0305,-14.745999999999999
0.0064,1.1934,0.0322,-15.423
-0.0029,0.60529,0.027000000000000003,-16.289
-0.001,-0.007158700000000001,0.0226,-17.241
0.0098,-0.81494,0.03,-18.206
0.0111,-1.8325,0.0399,-19.259
-0.0026,-2.9594,0.0297,-20.423
-0.0096,-3.9889,0.0134,-21.648000000000003
-0.0021,-4.9465,0.0161,-22.915
0.0033,-5.9012,0.0278,-24.186999999999998
0.0001,-6.6901,0.0283,-25.363000000000003
-0.0058,-7.3766,0.0155,-26.354
-0.0049,-8.1538,0.0097,-27.22300000000001
0.0035,-8.9715,0.0233,-28.065
0.0024,-9.7642,0.0297,-28.935
-0.0083,-10.622,0.0166,-29.785999999999998
-0.0061,-11.640999999999998,0.0118,-30.506
0.0072,-12.729000000000001,0.0236,-31.208000000000002
0.0082,-13.713,0.0291,-32.109
-0.003,-14.668,0.0195,-33.169000000000004
-0.0021,-15.739,0.0136,-34.257
0.0151,-16.956,0.0263,-35.254
0.0192,-18.348,0.0381,-36.17
0.0028,-19.866,0.0284,-37.135
-0.0036,-21.462,0.0171,-38.239000000000004
0.0082,-23.171999999999997,0.024,-39.454
0.0113,-24.861,0.0301,-40.558
-0.0034,-26.259,0.0202,-41.544
-0.0136,-27.358,0.0092,-42.495
-0.0031,-28.284000000000002,0.013000000000000001,-43.306999999999995
0.0085,-29.176,0.022000000000000002,-43.918
0.0007,-30.160999999999998,0.0208,-44.372
-0.0064,-31.136999999999997,0.0151,-44.842
0.0022,-31.984,0.0159,-45.349
0.0082,-32.786,0.021,-45.817
0.0056,-33.705999999999996,0.0286,-46.367
0.0042,-34.736,0.032,-47.097
0.0079,-35.69,0.0251,-47.898
0.0157,-36.486999999999995,0.0268,-48.56100000000001
0.0128,-37.226,0.0352,-49.038999999999994
-0.004,-38.031,0.023,-49.501999999999995
-0.0082,-38.871,0.0053,-50.041000000000004
0.0043,-39.65,0.0108,-50.568999999999996
0.0073,-40.434,0.024,-51.073
-0.0031,-41.287,0.022000000000000002,-51.633
-0.0084,-42.23,0.0091,-52.213
-0.0019,-43.343,0.0059,-52.77
0.0028,-44.50899999999999,0.0151,-53.407
-0.0051,-45.536,0.0128,-54.093
-0.0124,-46.372,-0.0005,-54.70399999999999
-0.0054,-47.068999999999996,0.0019,-55.352
0.0012,-47.79600000000001,0.0167,-56.12600000000001
-0.0072,-48.67,0.0182,-56.88399999999999
-0.0161,-49.675,0.0062,-57.532
-0.0078,-50.702,0.0031,-58.119
0.0042,-51.638999999999996,0.0168,-58.702
-0.003,-52.528,0.0245,-59.306999999999995
-0.019,-53.466,0.0116,-59.994
-0.0192,-54.52,-0.0017,-60.788000000000004
-0.0085,-55.622,0.0003,-61.644
-0.0069,-56.657,0.0055,-62.527
-0.0149,-57.728,0.0021,-63.42
-0.0186,-58.78,-0.0069,-64.281
-0.0105,-59.589,-0.0062,-65.123
